,text,id,polarities
1619,"Ambiente - 9 ( bueno para comer una calsotada en pareja y tranquilo, que fue el caso)",es_balmes_rossello_16_AlbertAlonso_2015-02-17:9,['positive']
1620,"calidad-precio - 7 ( el producto calsot se puede mejorar, la carne muy correcta y el postre también ) .",es_balmes_rossello_16_AlbertAlonso_2015-02-17:10,"['neutral', 'negative', 'positive', 'positive']"
1621,Apruebo el restaurante pero si mejoran la calidad del calsot es recomendable 100% para hacer una calsotada en pleno centro de Barcelona.,es_balmes_rossello_16_AlbertAlonso_2015-02-17:11,"['positive', 'negative', 'positive']"
1622,Cenamos muy bien...calidad precio razonable.,es_balmes_rossello_17_EloinaMartinezSoriano_2015-02-17:0,"['positive', 'positive']"
1623,El servicio excelente...aunque no nos gustó como el jefe de sala le presionaba a los camareros..no se merecen ese trato ..y menos delante de los clientes.,es_balmes_rossello_17_EloinaMartinezSoriano_2015-02-17:1,"['positive', 'negative']"
1624,En general salimos satisfechos..sin duda ..volveremos,es_balmes_rossello_17_EloinaMartinezSoriano_2015-02-17:2,['positive']
1625,Al principio nos parecieron un poco bruscos y habiendo reservado nos iban a dar la peor mesa del restaurante.,es_balmes_rossello_18_CarlotaSacristanCarvajal_2015-02-16:0,['negative']
1626,Pero pedimos que nos cambiasen y a partir de ahí todo fenomenal.,es_balmes_rossello_18_CarlotaSacristanCarvajal_2015-02-16:1,['positive']
1627,Buena atención y ambiente.,es_balmes_rossello_1_Quim_2015-07-21:0,"['positive', 'positive']"
1628,Comida excelente aunque tuvimos que pedir varias veces lo mismo por falta de coordinación en el servicio.,es_balmes_rossello_20_RoserFabre_2015-02-01:0,"['positive', 'negative']"
1629,Muy bien en general.,es_balmes_rossello_21_CarlaRoset_2015-01-25:0,['positive']
1630,"Ambiente muy bueno, el local muy agradable y bonito.",es_balmes_rossello_21_CarlaRoset_2015-01-25:1,"['positive', 'positive']"
1631,Los calçots buenisimos,es_balmes_rossello_21_CarlaRoset_2015-01-25:2,['positive']
1632,Excelente.,es_balmes_rossello_24_ElisabetSaezRodriguez_2014-12-29:0,['positive']
1633,Precio y calidad adecuados.,es_balmes_rossello_24_ElisabetSaezRodriguez_2014-12-29:1,"['positive', 'positive']"
1634,Servicio rápido y eficiente.,es_balmes_rossello_24_ElisabetSaezRodriguez_2014-12-29:2,['positive']
1635,El ambiente muy acogedor.,es_balmes_rossello_24_ElisabetSaezRodriguez_2014-12-29:3,['positive']
1636,"Nos gustó mucho, porque aunque estuviera lleno la atención fué inmejorable y rápida.",es_balmes_rossello_24_ElisabetSaezRodriguez_2014-12-29:4,"['positive', 'positive']"
1637,"También valoro su localización, para los que no tenemos coche se llega muy facilmente ya que es muy céntrico.",es_balmes_rossello_24_ElisabetSaezRodriguez_2014-12-29:5,['positive']
1638,¡¡Felicidades!!,es_balmes_rossello_24_ElisabetSaezRodriguez_2014-12-29:6,['positive']
1639,Un restaurante de ambiente moderno donde la comida está en su ounto y el trato es muy amable.,es_balmes_rossello_26_FranciscoValeroBarranco_2014-12-27:0,"['positive', 'positive', 'positive']"
1640,"Lo mejor decision, comer por alli!",es_balmes_rossello_2_BarbaraUntiedt_2015-04-07:0,['positive']
1641,correcto,es_balmes_rossello_30_ToniEspinosoPineiro_2014-11-10:0,['positive']
1642,"Comimos muy bien toda la familia, el entrecot espectacular.",es_balmes_rossello_31_AlejandroCalatayudSamper_2014-09-21:0,"['positive', 'positive']"
1643,La presentación de todos los platos muy buena.,es_balmes_rossello_31_AlejandroCalatayudSamper_2014-09-21:1,['positive']
1644,Una experiencia muy satisfactoria.,es_balmes_rossello_33_PabloAguayoLizzardi_2014-05-12:0,['positive']
1645,El personal y sevicio es intachable.,es_balmes_rossello_33_PabloAguayoLizzardi_2014-05-12:1,"['positive', 'positive']"
1646,"Servicio correcto, buena relación calidad-precio",es_balmes_rossello_34_AinaVela_2014-05-02:0,"['positive', 'positive']"
1647,Muy buena comida y relación calidad-precio.,es_balmes_rossello_35_AnaMariaGonzalez_2014-04-28:0,"['positive', 'positive']"
1648,Servicio amable,es_balmes_rossello_35_AnaMariaGonzalez_2014-04-28:1,['positive']
1649,Muy buena comida y relación calidad-precio.,es_balmes_rossello_36_AnaMariaGonzalez_2014-04-28:0,"['positive', 'positive']"
1650,Servicio amable,es_balmes_rossello_36_AnaMariaGonzalez_2014-04-28:1,['positive']
1651,Muy buena brasa,es_balmes_rossello_38_JordiDiez_2014-03-30:0,['positive']
1652,Estaría bien mejorar la calidad del vino.,es_balmes_rossello_39_CarmenGutierrez_2014-03-23:0,['negative']
1653,Servicio excelente y al detalle junto a un buen equilibrio entre calidad-precio.,es_balmes_rossello_3_JuanVillafruela_2015-03-25:0,"['positive', 'positive']"
1654,El menú carçot fue un acierto.,es_balmes_rossello_3_JuanVillafruela_2015-03-25:1,['positive']
1655,"Muy correcta la atención, muy rápido el servicio.",es_balmes_rossello_40_LuciaRodriguezGarcia_2014-03-17:0,"['positive', 'positive']"
1656,Local de ambiente agradable.,es_balmes_rossello_40_LuciaRodriguezGarcia_2014-03-17:1,['positive']
1657,Éramos una familia celebrando cumpleaños.,es_balmes_rossello_40_LuciaRodriguezGarcia_2014-03-17:2,[]
1658,Repetiría.,es_balmes_rossello_40_LuciaRodriguezGarcia_2014-03-17:3,['positive']
1659,"bueno, calidad precio",es_balmes_rossello_41_JuanAyoraRedondo_2014-03-17:0,"['positive', 'positive']"
1660,"Comimos calçots con mis amigos extranjeros, por la noche y en Barcelona... no parecia la mejor manera de introducir este evento tipico catalan a mis amigos, pero en Balmes/Rossello comimos una calçotada digna de la mejor masia.",es_balmes_rossello_42_CarlotaAmargos_2014-03-16:0,['positive']
1661,"servicio estupendo, brasas de verdad, con alcachofas y parriladas.",es_balmes_rossello_42_CarlotaAmargos_2014-03-16:1,"['positive', 'positive', 'positive', 'positive']"
1662,La salsa romesco estaba increible y no con demasiado ajo que te repite toda la noche como en algunos sitios!,es_balmes_rossello_42_CarlotaAmargos_2014-03-16:2,['positive']
1663,Super recomendable!!,es_balmes_rossello_42_CarlotaAmargos_2014-03-16:3,['positive']
1664,"Comida abundante, buena relación calidad-precio si pides entrante+segundo se puede cenar por unos 12 euros",es_balmes_rossello_43_CarlesMartinezValles_2014-03-10:0,"['positive', 'positive']"
1665,"Fuimos 3 amigos a comer una calçotada y todos nos decian que las calçotadas en la ciudad no estaban buenas, que habia que ir a las afueras, sin embargo nos encanto, todo muy bueno, el trato estupendo, nos enseñaron a comer los calçots, y muy bien de precio, lo recomiendo sin duda.",es_balmes_rossello_44_CarlosRodriguez_2014-03-06:0,"['positive', 'positive', 'positive', 'positive', 'positive']"
1666,"La comida fue decente, las bravas nada picantes y el servicio pobre en atencion.",es_balmes_rossello_46_AdrianaOrmaetxeaArregi_2014-02-26:0,"['positive', 'negative', 'negative']"
1667,"El Rte Balmes- Rosello nos encanto por si servicio, localizacion, aseo y confort.",es_balmes_rossello_47_GemaCardaIsach_2014-02-16:0,"['positive', 'positive', 'positive']"
1668,Todo exterior y luminoso con accesos faciles.,es_balmes_rossello_47_GemaCardaIsach_2014-02-16:1,['positive']
1669,Felicitar desde aqii a la direccion.,es_balmes_rossello_47_GemaCardaIsach_2014-02-16:2,['positive']
1670,Precio- calidad: excelente.,es_balmes_rossello_47_GemaCardaIsach_2014-02-16:3,['positive']
1671,Repetiremis,es_balmes_rossello_47_GemaCardaIsach_2014-02-16:4,['positive']
1672,"Todo muy correcto: relación calidad-precio, la facilidad para combinar menú calçotada con carta, servicio amable y la cocina muy bien.",es_balmes_rossello_4_MariaRosaRicartPellicer_2015-03-23:0,"['positive', 'positive', 'positive', 'positive', 'positive']"
1673,El comensal más joven de la mesa (20 años) aseguró que volvería por su cuenta.,es_balmes_rossello_4_MariaRosaRicartPellicer_2015-03-23:1,['positive']
1674,Menú calçotada recomendable por su relación calidad-precio.,es_balmes_rossello_50_AndreaVaquerizoGracia_2014-02-10:0,"['positive', 'positive']"
1675,"Si lo mantienen, el próximo año repetiremos!",es_balmes_rossello_50_AndreaVaquerizoGracia_2014-02-10:1,['positive']
1676,"Fui con unos amigos mejicanos y tengo que decir que es raro hacer una calçotada en el centro de Barcelona, pero la experiencia fue excelente, nos ofrecieron más una vez terminados.",es_balmes_rossello_54_DanielLlorensCiutat_2014-02-02:0,"['positive', 'positive']"
1677,Realmente la comida exquisita y todo muy bien.,es_balmes_rossello_54_DanielLlorensCiutat_2014-02-02:1,['positive']
1678,Muy recomendable.,es_balmes_rossello_54_DanielLlorensCiutat_2014-02-02:2,['positive']
1679,Fuimos a comer una calçotada y no hubo queja.,es_balmes_rossello_55_DiegoPostigo_2014-01-28:0,['positive']
1680,"Muy buena la comida, un local muy bien decorado y un excelente servicio.",es_balmes_rossello_55_DiegoPostigo_2014-01-28:1,"['positive', 'positive', 'positive']"
1681,Lo recomiendo.,es_balmes_rossello_55_DiegoPostigo_2014-01-28:2,['positive']
1682,El trato fue genial por parte de todo el equipo pero en general tuvimos la suerte de que el Sr. Jose pusiera parte de su colaboracion en el menu eligido.,es_balmes_rossello_56_TeresaFelix_2014-01-27:0,['positive']
1683,Volveremos seguro,es_balmes_rossello_56_TeresaFelix_2014-01-27:1,['positive']
1684,Supero nuestras expectativas y el precio estuvo bien,es_balmes_rossello_57_Anonimo_2014-01-26:0,"['positive', 'positive']"
1685,Restaurante para no tirar cohetes pero en general sales satisfecho.,es_balmes_rossello_58_RaulHervas_2014-01-26:0,[]
1686,Muy buena comida y servicio rapido,es_balmes_rossello_59_Francisco_2014-01-26:0,"['positive', 'positive']"
1687,Comimos dos menus calçotades muy buenos!,es_balmes_rossello_60_Lu_2014-01-20:0,['positive']
1688,Los camareros muy majos y constantemente pendientes que no nos faltara de nada!,es_balmes_rossello_60_Lu_2014-01-20:1,['positive']
1689,Lo unico que me parecio raro es que de postre no tenian la crema catalana!,es_balmes_rossello_60_Lu_2014-01-20:2,['negative']
1690,:( pero por lo demas lo recomiendo totalmente!,es_balmes_rossello_60_Lu_2014-01-20:3,['positive']
1691,Hacía tiempo no me encontraba con una experiencia en la que no fallara nada y así ha sido.,es_balmes_rossello_61_EnriqueClaros_2014-01-12:0,[]
1692,"Fui con mi mujer y mis suegros y todos quedaron encantados: servicio, velocidad, puntos de cocción, raciones, calidad/precio,  Solo dos peros: el vino de la casa tenía un punto de rancidumbre y que nos podrían haber puesto en un punto más céntrico del salón.",es_balmes_rossello_61_EnriqueClaros_2014-01-12:1,"['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'negative', 'negative']"
1693,"Totalmente recomendable para una comida distendida, con aroma a brasa.",es_balmes_rossello_61_EnriqueClaros_2014-01-12:2,['positive']
1694,"Una amplia carta, comida rica y con buena calidad precio, servicio correcto y atento y ambiente muy animado, lo recomiendo para culquier ocasión...",es_balmes_rossello_63_Susana_2013-11-30:0,"['positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
1695,"Realmente me sorprendio porque no habia ido nunca, eramos un grupo de 20 personas y fue genial, sitio muy acogedor, decoracion moderna, comida de calidad buena... Y un precio economico para ser Barcelona.",es_balmes_rossello_64_David_2013-09-29:0,"['positive', 'positive', 'positive', 'positive', 'positive']"
1696,Totalmente recomendable.,es_balmes_rossello_64_David_2013-09-29:1,['positive']
1697,El servicio muy bueno tambien!,es_balmes_rossello_64_David_2013-09-29:2,['positive']
1698,Muy atentos.,es_balmes_rossello_64_David_2013-09-29:3,['positive']
1699,Buen servicio,es_balmes_rossello_66_JoseMartinezTorres_2013-08-23:0,['positive']
1700,Buena calidad precio,es_balmes_rossello_69_JoelNinMendez_2013-05-12:0,[]
1701,"Camareros atentos, comida abundante y buenisima.",es_balmes_rossello_71_ElisabethSolfMoran_2013-04-10:0,"['positive', 'positive', 'positive']"
1702,Ambiente genial!,es_balmes_rossello_71_ElisabethSolfMoran_2013-04-10:1,['positive']
1703,Buenisimo!!,es_balmes_rossello_73_MarissaMinichello_2013-03-13:0,['positive']
1704,Mucha comida!,es_balmes_rossello_73_MarissaMinichello_2013-03-13:1,['positive']
1705,"Excelente relacion calidad/precio, raciones muy completas y ambiente muy agradable.",es_balmes_rossello_75_ErnestRosello_2013-02-28:0,"['positive', 'positive', 'positive']"
1706,El servicio perfecto.,es_balmes_rossello_75_ErnestRosello_2013-02-28:1,['positive']
1707,"Menú calçotada muy bien, dejando repetir, buena relación calidad-precio-calidad.",es_balmes_rossello_76_Javi_2013-02-18:0,[]
1708,Perfecto calidad-precio.,es_balmes_rossello_77_ElsaPachecoGonzalez_2013-02-18:0,['positive']
1709,Todo muy correcto.,es_balmes_rossello_78_TeresaLabradorMenendez_2013-02-18:0,['positive']
1710,"Pedimos el menú calçotada, y los calçots dejaron muchísimo que desear.",es_balmes_rossello_7_Victor_2015-03-16:0,['negative']
1711,Eran muy pequeños en tamaño y algunos vacíos... ,es_balmes_rossello_7_Victor_2015-03-16:1,"['negative', 'negative']"
1712,Los hemos probado infinitamente mejores en otros restaurantes... ,es_balmes_rossello_7_Victor_2015-03-16:2,[]
1713,No volveré por eso.,es_balmes_rossello_7_Victor_2015-03-16:3,['negative']
1714,La parrillada algo escasa...,es_balmes_rossello_7_Victor_2015-03-16:4,['negative']
1715,Fuimos 2 personas a tomar el menú de calçotada y la verdad es que el servicio fue bueno y la comida también.,es_balmes_rossello_80_FranGarciaCastro_2013-02-05:0,"['positive', 'positive']"
1716,Nos gusto.,es_balmes_rossello_82_CarlosBardajil_2013-02-03:0,['positive']
1717,Comimos muy bien.,es_balmes_rossello_82_CarlosBardajil_2013-02-03:1,['positive']
1718,Calidad y cantidad.,es_balmes_rossello_82_CarlosBardajil_2013-02-03:2,"['positive', 'positive']"
1719,Éramos 3 adultos.,es_balmes_rossello_82_CarlosBardajil_2013-02-03:3,[]
1720,Reserva calçotada.,es_balmes_rossello_82_CarlosBardajil_2013-02-03:4,[]
1721,Al llegar nos cambiaron a una mesa mejor que la que habían reservado inicialmente para que estuviéramos más tranquilos.,es_balmes_rossello_82_CarlosBardajil_2013-02-03:5,['positive']
1722,Muy buen trato y nos pusieron extra de calçots sin cobrarlo.,es_balmes_rossello_82_CarlosBardajil_2013-02-03:6,"['positive', 'positive']"
1723,Muy buen recuerdo.,es_balmes_rossello_82_CarlosBardajil_2013-02-03:7,['positive']
1724,Perfecto.,es_balmes_rossello_83_CarlosLopezRodriguez_2012-12-23:0,['positive']
1725,"La 1ª vez que visito este local, promociondo por la web.",es_balmes_rossello_84_JuanEnriqueSoleTeixidor_2012-11-12:0,[]
1726,"Atendiendo a la promoción, a mi juicio, ligeramente engañosa, en cuanto al precio de la carta ya que supera la media de 20-30 euros como se anuncia, sin realizar ningún exceso.",es_balmes_rossello_84_JuanEnriqueSoleTeixidor_2012-11-12:1,"['negative', 'negative']"
1727,"3 personas, 4 raciones de entrantes y dos segundos, junto a un postre y 2 cafés, bebidas, agua para dos y una copa de vino, el total, supera los 30 por persona.",es_balmes_rossello_84_JuanEnriqueSoleTeixidor_2012-11-12:2,[]
1728,"Nos gustó mucho el lugar, muy biuen ambiente, tranquilo, muy buen servicio.",es_balmes_rossello_85_AlbertRiusPrieto_2012-09-09:0,"['positive', 'positive', 'positive']"
1729,Volveremos seguro!,es_balmes_rossello_85_AlbertRiusPrieto_2012-09-09:1,['positive']
1730,"Muy agradable, buena relación calidad precio y buena cocina.",es_balmes_rossello_86_GregorioJohansson_2012-07-16:0,"['positive', 'positive', 'positive']"
1731,Repetiremos seguro.,es_balmes_rossello_86_GregorioJohansson_2012-07-16:1,['positive']
1732,"Buen ambiente, buena comida, un sitio recomendable.",es_balmes_rossello_91_JuanCarlosGallegoMartinez_2012-03-25:0,"['positive', 'positive', 'positive']"
1733,"La verdad es que todo estuvo muy bien, servicio atento y todo según lo esperado.",es_balmes_rossello_93_AnnaCincaSanchez_2012-03-18:0,"['positive', 'positive', 'positive']"
1734,"Por poner alguna pega, la salsa de los calçots no era puramente romesco, pero estaba bien.",es_balmes_rossello_93_AnnaCincaSanchez_2012-03-18:1,['neutral']
1735,Seguramente repetiremos.,es_balmes_rossello_93_AnnaCincaSanchez_2012-03-18:2,['positive']
1736,"Comida buena, servicio muy bueno, atención al cliente excelente.",es_balmes_rossello_94_LluisNavarro_2012-03-14:0,"['positive', 'positive', 'positive']"
1737,Fuimos por la calçota y todo genial pero la salsa nos defraudó bastante sabia mucho a tomate.,es_balmes_rossello_95_JuanRuizAlonso_2012-02-23:0,"['negative', 'positive']"
1738,"El Pan con tomate te lo sirven ya untado y tampoco nos convencio, algunos tenían demasiado tomate y personalmente me gusta hacermelo con un poco de ajo untado.",es_balmes_rossello_95_JuanRuizAlonso_2012-02-23:1,['negative']
1739,"Lo temas todo muy bien, el precio muy correcto.",es_balmes_rossello_95_JuanRuizAlonso_2012-02-23:2,"['positive', 'positive']"
1740,"Servicio muy bueno, quedamos contentos de la calçotada.",es_balmes_rossello_96_Marivi_2012-02-10:0,"['positive', 'positive']"
1741,Personal de sala muy atento y alimentos de calidad y bien cocinados.,es_balmes_rossello_97_JoseLuisLorenzo_2012-01-11:0,"['positive', 'positive']"
1742,"Sitio agradable aunque le falta un ""algo""",es_balmes_rossello_9_MariJesus_2015-03-08:0,['neutral']
1743,Hemos ido mi pareja y yo con intención de cenar allí y al final solo hemos tomado dos raciones.,es_mar-de-cadiz-zaragoza_comment-4629:0,[]
1744,Al servicio le falta bastante educacion.,es_mar-de-cadiz-zaragoza_comment-4629:1,['negative']
1745,Hemos pedido una ración de mejillones al vapor que estaban sin limpiar y una ración de gambas en la que ni siquiera nos han puesto cubiertos.,es_mar-de-cadiz-zaragoza_comment-4629:2,"['negative', 'negative']"
1746,Las gambas estaban buenas pero caras.,es_mar-de-cadiz-zaragoza_comment-4629:3,['negative']
1747,"No volveremos, nos quedamos con “La Casa de Mar”. ",es_mar-de-cadiz-zaragoza_comment-4629:4,['negative']
1748,"He estado varias veces,el trato profesional y muy amable, en cuanto al producto, muy bien en calidad y cantidad, sin sorpresas ",es_mas-torres-zaragoza_comment-3944:0,"['positive', 'positive']"
1749,"Es un sitio correcto, sin mas.",es_mas-torres-zaragoza_comment-3973:0,['neutral']
1750,para donde esta el precio es estable y no te das un susto.. ,es_mas-torres-zaragoza_comment-3973:1,['neutral']
1751,El sabado dia 15 de junio estuvimos en este restarante a cenar recordando dias buenos y malos al final del mangrullo.,es_mas-torres-zaragoza_comment-4007:0,[]
1752,"Trato correcto,la comida lamentablemente mal desde un balalao gratinado crudo hasta una carrillera de vacuno recalentada en microondas y que se paso de calentamiento hasta quedar seca en las partes mas delgadas.",es_mas-torres-zaragoza_comment-4007:1,"['neutral', 'negative', 'negative', 'negative']"
1753,"Hasta nunca amigos,que tengan suerte la necesitaran. ",es_mas-torres-zaragoza_comment-4007:2,['negative']
1754,estuve entre semana y elegi un menu diario ejecutivo.,es_mas-torres-zaragoza_comment-4299:0,[]
1755,Primer plato simplon estilo cuartelero.,es_mas-torres-zaragoza_comment-4299:1,['negative']
1756,El segundo besugo salsa que solo contenia la cabeza.,es_mas-torres-zaragoza_comment-4299:2,['negative']
1757,"Devolucion a cocina,amabilidad de camarera,requerimiento de cuenta y adios.",es_mas-torres-zaragoza_comment-4299:3,['positive']
1758,Espero que con la carta su trabajo sea mas satisfactorio.,es_mas-torres-zaragoza_comment-4299:4,[]
1759,Mal sabor de boca tras haber leido las criticas sobre todo por salir sin comer.,es_mas-torres-zaragoza_comment-4299:5,['negative']
1760,Hay muchisimos menus del dia en Zaragoza que no tienen comparacion con este.,es_mas-torres-zaragoza_comment-4299:6,[]
1761,Desde luego un desastre.,es_mas-torres-zaragoza_comment-4299:7,['negative']
1762,para no volver ,es_mas-torres-zaragoza_comment-4299:8,['negative']
1763,"No pude comentar, pero la verdad muy buen sitio, con platos contundentes.",es_mas-torres-zaragoza_comment-4464:0,"['positive', 'positive']"
1764,"Nos sirvieron un aperitivo, tostadas con tomate.",es_mas-torres-zaragoza_comment-4464:1,[]
1765,"De primero teníamos una ensalada rosa, que estaba muy bien para compartir, para comer luego una guindillas (algunas picaban) y posteriormente huevos con foie.",es_mas-torres-zaragoza_comment-4464:2,['positive']
1766,"Y ya de plato principal comimos bacalao con ali-oli, que no me lo pude terminar, porque estaba llenísimo.",es_mas-torres-zaragoza_comment-4464:3,[]
1767,"Y el postre un sorbete, porque estaba llenísimo.",es_mas-torres-zaragoza_comment-4464:4,[]
1768,"Para volver, sin duda. ",es_mas-torres-zaragoza_comment-4464:5,['positive']
1769,Hola.,es_matilde-la-zaragoza_comment-1564:0,[]
1770,Estuve en el restaurante el 12-9-2009.,es_matilde-la-zaragoza_comment-1564:1,[]
1771,El sitio no es de los que deslumbra con su decoración de lujo  pero tiene esa sobriedad de los sitios que saben que no les hace falta.,es_matilde-la-zaragoza_comment-1564:2,['neutral']
1772,"Las posibilidades en el restaurante son fundamentalmente tres; carta normal, menú degustacion y una opción intermedia que es una selección de primeros y postres y carta para el segundo.",es_matilde-la-zaragoza_comment-1564:3,[]
1773,"Esta fue nuestra opción.Aparte de la comida pedida la casa invita a tres pequeños aperitivos en los cuales me gusto sobre manera el paté de anchoas.Los primeros elección del chef fueron un carpa-chio de pulpo, un bizcocho de setas pecs, unos langostinos y un canelos de perdiz escabechada.",es_matilde-la-zaragoza_comment-1564:4,['positive']
1774,En general a un gran nivel todos los platos que fueron individuales así que da igual el numero de personas de la mesa los entrantes serán los mismos.,es_matilde-la-zaragoza_comment-1564:5,['positive']
1775,"Los segundos de la mesa fueron un solomillo, una presa ibérica, un canelos de ternasco y un rape.",es_matilde-la-zaragoza_comment-1564:6,[]
1776,"Tanto el solomillos ( mas que generoso el trozo ) como la presa, que son los dos únicos que probé tenían un toque perfecto de cocina ( según se pidió ) y por el resto de los comensales los demás platos tenían un gran nivel, siendo posible que el canelon de ternasco no fuera tan generosa la ración como en el resto de platos.",es_matilde-la-zaragoza_comment-1564:7,"['positive', 'neutral']"
1777,"Los postres volvieron a ser una degustacion de diferentes tipos de postres que también tenían el nivel muy alto, acorde con el resto de la cena.",es_matilde-la-zaragoza_comment-1564:8,['positive']
1778,Pero donde si que destaca este restaurante es sin duda en su EXTENSISIMA bodega con unos abanicos de precios mas que accesible para cualquier bolsillo ya que hay innumerables vinos que no pasan de los 20 euros aunque desde luego si buscamos algo mas de nivel desde luego el sitio y sobre todo su sumiller responden con gran eficacia y nivel.,es_matilde-la-zaragoza_comment-1564:9,['positive']
1779,"Y no solo es la gran variedad de vinos de mesa ( tinto, blanco o cava ) si no que tiene una aun mas amplia variedad de vinos de otros tipos  ( olorosos , amontillados, PX , oportos, …) sin olvidar los coñac y otros licores incluyendo su carta de puros.",es_matilde-la-zaragoza_comment-1564:10,['positive']
1780,"Desde luego un sitio que con moderación en la bebida sale por unos 55 euros por persona, pero que si te quieres dar un homenaje en la elección de la bebida tienes lo que quieras para poder pedir. ",es_matilde-la-zaragoza_comment-1564:11,[]
1781,"La cena estaba buenisima, es un menú muy, muy recomendable,  en el que destacaria el bacalao realmente gustoso y en su punto,y el postre.",es_matilde-la-zaragoza_comment-4235:0,"['positive', 'positive', 'positive']"
1782,"Nos atendieron fenomenal a pesar de nuestra pequeña “faena” al restaurantem ya que de diez personas que ibamos a ser, tuvimos por motivos de salúd 4 bajas y solo fuimos 6.",es_matilde-la-zaragoza_comment-4235:1,['positive']
1783,PAra recomendar y repetir ,es_matilde-la-zaragoza_comment-4235:2,['positive']
1784,Estuvimos cenando un sábado en enero y nos decepcionó bastante.,es_matilde-la-zaragoza_comment-4296:0,['negative']
1785,"Elegimos un menú cerrado y cuando iban a empezar a servir, nos avisaron de que cambiaban el arroz negro caldoso con sepia por un arroz caldoso con chorizo (¡!).",es_matilde-la-zaragoza_comment-4296:1,[]
1786,"Aunque advertimos de q a una persona el chorizo no le gustaba, dijeron q sólo era un “sutil aroma a chorizo” y no resultó así (sabía a patatas a la riojana).",es_matilde-la-zaragoza_comment-4296:2,[]
1787,"Creo q cuando se va a un restaurante de ese nivel y hay un cambio en el menú, se debe advertir al presentar la carta, y q si se hace después, se deben dar opciones para cambiar de plato si a algún comensal no le gusta.",es_matilde-la-zaragoza_comment-4296:3,[]
1788,El resto de platos no nos parecieron dignos de un restaurante de nivel.,es_matilde-la-zaragoza_comment-4296:4,['negative']
1789,Había sabores q debían ser secundarios y restaban calidad al plato.,es_matilde-la-zaragoza_comment-4296:5,[]
1790,"Me refiero a la pincelada de mostaza q acompañaba a la carrillera, que lejos de ser una pincelada, era mucha cantidad y cuando se juntaba con la carrillera y la patata mataba el sabor de estos ingredientes, q eran los protagonistas del plato.",es_matilde-la-zaragoza_comment-4296:6,['negative']
1791,Uy!,es_matilde-la-zaragoza_comment-4296:7,[]
1792,Y poner “piedras” de esas q venden en tiendas turísticas como acompañamiento al café… ¡¡no tiene nombre!! ,es_matilde-la-zaragoza_comment-4296:8,['negative']
1793,Genial!!,es_matilde-la-zaragoza_comment-4338:0,['positive']
1794,Todo estuvo muy bien ,es_matilde-la-zaragoza_comment-4338:1,['positive']
1795,"Bien, todo correcto. ",es_matilde-la-zaragoza_comment-4371:0,['neutral']
1796,"Ambiente agradable,servicio bueno y la relacion calidad precio buena.Buena elwccion. ",es_matilde-la-zaragoza_comment-4447:0,"['positive', 'positive', 'positive']"
1797,Una muy buena atención y una estupenda selección y preparación en los platos.,es_matilde-la-zaragoza_comment-4450:0,"['positive', 'positive']"
1798,Excelente.,es_matilde-la-zaragoza_comment-4450:1,['positive']
1799,Para repetir en otra buena ocasión que lo merezca. ,es_matilde-la-zaragoza_comment-4450:2,['positive']
1800,Fuimos a cenar en Agosto a la Matilde.,es_matilde-la-zaragoza_comment-4495:0,[]
1801,Era jueves por la noche y eramos los unicos clientes del restaurante.,es_matilde-la-zaragoza_comment-4495:1,[]
1802,Elegimos la opcion del menu cerrado más economico para 4 personas y decir que la calidad-precio de lo que obtuvimos fue deficiente.El menu consistió en un aperitivo de crema de anochas que estaba realmente conseguido.,es_matilde-la-zaragoza_comment-4495:2,['negative']
1803,Seguimos con un entrante de melon con jamon realmente diferente con helado que fue el mejor plato de la cena.,es_matilde-la-zaragoza_comment-4495:3,['positive']
1804,A continuación pasamos a una dorada que estaba buena pero que era realmente escasa en cantidades.,es_matilde-la-zaragoza_comment-4495:4,['neutral']
1805,No seria ni una dorada pequeña para los 4.,es_matilde-la-zaragoza_comment-4495:5,[]
1806,Despues nos pusieron 3 albondigas de pollo de corral que fue sin duda el peor plato.,es_matilde-la-zaragoza_comment-4495:6,['negative']
1807,La salsa era un chilindron con cierto sabor a agarrado y las albondigas no dejaban de ser eso…albondigas.,es_matilde-la-zaragoza_comment-4495:7,"['negative', 'negative']"
1808,Un plato asi como principal en un menu de 25 euros no parece normal.,es_matilde-la-zaragoza_comment-4495:8,['negative']
1809,"Como aperitivo quizá, pero no como el segundo de carne.",es_matilde-la-zaragoza_comment-4495:9,[]
1810,Por último el postre fue un chocolate blanco a la canela con helado de platano casero y mousse de galleta que era simplemente correcto.,es_matilde-la-zaragoza_comment-4495:10,['neutral']
1811,"En resumen, calidad-precio para un menu de 25e deficiente y dudo mucho que volvamos a probar menus más caros. ",es_matilde-la-zaragoza_comment-4495:11,"['negative', 'negative']"
1812,Uno de los mejores de Zaragoza.,es_matilde-la-zaragoza_comment-4509:0,['positive']
1813,"Tanto por su historia, como por su cocina y su bodega.",es_matilde-la-zaragoza_comment-4509:1,"['positive', 'positive']"
1814,Servicio profesional y cercano.,es_matilde-la-zaragoza_comment-4509:2,['positive']
1815,"El esfuerzo que hacen (y que tienen que hacer) restaurantes de este nivel de adaptarse a los tiempos y ofrecer menús cerrados a un precio asequible, no siempre es reconocido. ",es_matilde-la-zaragoza_comment-4509:3,[]
